SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O
WFL2005-882-PC520-5/6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5154,-130.041,1.00E-06,-2388.1,-2388.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.36,1.14,16.38,,,,,10.02,,0.19,8.39,12.31,2.33,0.05,0.08,,
WFL2005-882-PC520-5/4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5154,-130.041,1.00E-06,-2388.1,-2388.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.99,2.41,13.54,,,,,14.06,,0.17,6,10.22,2.81,0.2,0.22,,
WFL2005-882-PC520-5/1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5154,-130.041,1.00E-06,-2388.1,-2388.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.11,1.08,17.01,,,,,9.43,,0.15,8.04,12.51,2.35,0.05,0.05,,
WFL2005-882-PC520-5/5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5154,-130.041,1.00E-06,-2388.1,-2388.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.37,1.01,16.49,,,,,9.99,,0.18,8.51,12.28,2.37,0.06,0.06,,
WFL2005-882-PC520-5/2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5154,-130.041,1.00E-06,-2388.1,-2388.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.03,1.03,16.77,,,,,9.34,,0.21,7.91,12.57,2.38,0.05,0.07,,
WFL2005-882-PC520-5/3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5154,-130.041,1.00E-06,-2388.1,-2388.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.03,2.65,13.47,,,,,14.44,,0.24,5.8,10.06,2.7,0.2,0.25,,
WFL2005-881-PC43-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5248,-130.042,1.00E-06,-2343.3,-2343.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.63,1.36,15.09,,,,,10.94,,0.19,7.35,12.29,2.58,0.12,0.11,,
WFL2005-881-PC43-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5248,-130.042,1.00E-06,-2343.3,-2343.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.46,1.37,15.25,,,,,11.15,,0.18,7.44,12.3,2.57,0.14,0.12,,
WFL2005-881-PC43-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5248,-130.042,1.00E-06,-2343.3,-2343.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.57,1.31,15.07,,,,,10.88,,0.17,7.25,12.31,2.63,0.12,0.13,,
WFL2005-881-PC43-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5248,-130.042,1.00E-06,-2343.3,-2343.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.58,1.41,15.22,,,,,10.8,,0.18,7.22,12.31,2.55,0.11,0.11,,
WFL2005-881-PC43-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5248,-130.042,1.00E-06,-2343.3,-2343.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.51,1.43,14.96,,,,,11.05,,0.2,7.09,12.26,2.58,0.15,0.13,,
WFL2005-881-PC43-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5248,-130.042,1.00E-06,-2343.3,-2343.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.5,1.3,15.14,,,,,11.16,,0.16,7.03,12.32,2.54,0.13,0.12,,
WFL2005-882-PC680-5/5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5386,-130.039,1.00E-06,-2357.8,-2357.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.48,1.12,16.55,,,,,9.95,,0.15,8.28,12.11,2.39,0.07,0.1,,
WFL2005-882-PC680-5/2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5386,-130.039,1.00E-06,-2357.8,-2357.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.99,1.04,16.97,,,,,9.44,,0.13,8.65,12.41,2.33,0.05,0.07,,
WFL2005-882-PC680-5/6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5386,-130.039,1.00E-06,-2357.8,-2357.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.45,1.11,16.5,,,,,9.86,,0.18,8.24,12.09,2.45,0.06,0.08,,
WFL2005-882-PC680-5/1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5386,-130.039,1.00E-06,-2357.8,-2357.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.51,0.92,16.8,,,,,9.01,,0.16,8.73,12.84,2.28,0.03,0.05,,
WFL2005-882-PC680-5/3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5386,-130.039,1.00E-06,-2357.8,-2357.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.79,0.87,16.9,,,,,9.35,,0.18,8.39,12.47,2.35,0.05,0.07,,
WFL2005-882-PC680-5/4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5386,-130.039,1.00E-06,-2357.8,-2357.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.59,1.1,16.04,,,,,9.6,,0.17,7.86,12.4,2.37,0.05,0.07,,
WFL2005-881-PC60-0-5-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.62,1.27,15.11,,,,,10.72,,0.18,7.26,12.26,2.64,0.14,0.09,,
WFL2005-881-PC60-0-5-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.56,1.54,15.06,,,,,11.4,,0.23,7.04,12.44,2.68,0.14,0.09,,
WFL2005-881-PC60-10-15-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.6,1.38,15.15,,,,,10.78,,0.16,7.22,12.26,2.97,0.12,0.12,,
WFL2005-881-PC60-0-5-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.37,1.45,15.35,,,,,11.08,,0.18,7.38,12.35,2.53,0.13,0.08,,
WFL2005-881-PC60-10-15-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.32,1.49,14.21,,,,,11.83,,0.18,6.96,11.93,2.6,0.07,0.12,,
WFL2005-881-PC60-0-5-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.02,1.42,15.12,,,,,11.23,,0.19,7.21,12.32,2.66,0.12,0.14,,
WFL2005-881-PC60-10-15-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.42,1.38,15.22,,,,,10.99,,0.19,7.12,12.39,2.6,0.12,0.11,,
WFL2005-881-PC60-10-15-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.65,1.4,14.09,,,,,11.45,,0.2,7.09,11.94,2.66,0.07,0.11,,
WFL2005-881-PC60-10-15-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.68,1.35,15.18,,,,,10.98,,0.2,7.33,12.13,2.53,0.13,0.1,,
WFL2005-881-PC60-0-5-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.48,15.01,,,,,11.27,,0.19,7.35,12.49,2.63,0.14,0.11,,
WFL2005-881-PC60-0-5-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.66,1.37,15.23,,,,,11.02,,0.21,7.35,12.22,2.73,0.14,0.1,,
WFL2005-881-PC60-10-15-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.548,-130.047,1.00E-06,-2101.1,-2101.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.48,1.53,14.22,,,,,11.87,,0.24,6.96,11.98,2.61,0.07,0.1,,
WFL2005-881-PC42-0-5-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.51,1.35,15.39,,,,,10.53,,0.15,6.95,12.19,2.71,0.13,0.12,,
WFL2005-881-PC42-0-5-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.42,1.39,15.31,,,,,11.04,,0.19,7.17,12.27,2.63,0.14,0.11,,
WFL2005-881-PC42-10-15-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.58,1.32,14.17,,,,,12.04,,0.17,7.03,12.13,2.49,0.08,0.1,,
WFL2005-881-PC42-0-5-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.63,1.41,15.28,,,,,10.65,,0.15,7.19,12.31,2.64,0.14,0.11,,
WFL2005-881-PC42-0-5-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.88,1.31,15.15,,,,,11.36,,0.15,7.21,12.44,2.59,0.14,0.11,,
WFL2005-881-PC42-0-5-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.69,1.49,15.04,,,,,11.37,,0.19,7.21,12.39,2.67,0.14,0.11,,
WFL2005-881-PC42-10-15-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.54,1.37,14.1,,,,,11.72,,0.23,7.03,11.99,2.45,0.07,0.1,,
WFL2005-881-PC42-10-15-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.61,1.53,14.25,,,,,11.64,,0.19,6.95,11.99,2.42,0.07,0.11,,
WFL2005-881-PC42-0-5-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.76,1.39,15.2,,,,,11.01,,0.17,7.25,12.3,2.62,0.15,0.11,,
WFL2005-881-PC42-10-15-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.66,1.4,14.15,,,,,11.72,,0.2,7.11,11.97,2.4,0.08,0.12,,
WFL2005-881-PC42-10-15-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.77,1.27,14.55,,,,,11.08,,0.17,7.28,12.52,2.38,0.07,0.13,,
WFL2005-881-PC42-10-15-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5497,-130.044,1.00E-06,-2258,-2258,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.71,1.2,17.32,,,,,9.62,,0.17,8.66,12.15,2.48,0.07,0.08,,
WFL2005-875-PC44-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5619,-130.039,1.00E-06,-2334.6,-2334.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.53,1.47,15.13,,,,,10.52,,0.18,7.4,12.26,2.65,0.14,0.13,,
WFL2005-875-PC44-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5619,-130.039,1.00E-06,-2334.6,-2334.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.81,1.43,15.34,,,,,10.79,,0.18,7.61,12.32,2.65,0.13,0.11,,
WFL2005-875-PC44-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5619,-130.039,1.00E-06,-2334.6,-2334.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.58,1.46,15.22,,,,,10.72,,0.19,7.21,12.25,2.59,0.13,0.09,,
WFL2005-875-PC44-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5619,-130.039,1.00E-06,-2334.6,-2334.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.49,1.4,15.17,,,,,10.7,,0.19,7.14,12.29,2.71,0.12,0.09,,
WFL2005-875-PC44-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5619,-130.039,1.00E-06,-2334.6,-2334.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.74,1.23,15.31,,,,,10.88,,0.21,7.43,12.31,2.62,0.12,0.08,,
WFL2005-875-PC44-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5619,-130.039,1.00E-06,-2334.6,-2334.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.62,1.48,15.27,,,,,10.99,,0.2,7.45,12.27,2.6,0.12,0.11,,
WFL2005-875-PC51-smooth-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.41,1.48,15.08,,,,,10.47,,0.21,7.33,12.24,2.63,0.15,0.12,,
WFL2005-875-PC51-xls4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.48,1.28,16.71,,,,,9.92,,0.15,6.26,12,2.95,0.16,0.13,,
WFL2005-875-PC51-ribbons-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.68,1.54,15.17,,,,,10.67,,0.17,7.26,12.37,2.66,0.13,0.12,,
WFL2005-875-PC51-ribbons-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.42,1.42,15.66,,,,,10.73,,0.18,6.91,12.19,2.73,0.13,0.11,,
