SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O
NEMO99THO-R492-002,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9188,-129.989,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.52,14.4,,,,,10.7,,0.2,7.58,12.2,2.89,0.18,0.15,,
NEMO00RB-R548-010,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9188,-129.989,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.4,1.52,14.5,,,,,10.4,,0.2,7.28,12.2,2.88,0.19,0.15,,
NEMO00RB-R548-012,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9188,-129.989,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.52,14.5,,,,,10.4,,0.21,7.14,12.2,2.86,0.19,0.16,,
NEMO00RB-R548-009,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9188,-129.989,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.4,1.52,14.5,,,,,10.5,,0.2,7.32,12.1,2.89,0.19,0.17,,
NEMO00RB-R552-007,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9191,-129.978,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.8,1.46,14.8,,,,,10.1,,0.2,7.41,12.1,2.79,0.19,0.13,,
NEMO99THO-R501-009,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9201,-129.978,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.8,1.51,14.3,,,,,10.6,,0.21,7.17,12,2.89,0.18,0.14,,
NEMO99THO-R501-008,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9202,-129.978,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.6,1.48,14.6,,,,,10.3,,0.21,7.68,12.3,2.84,0.19,0.14,,
NEMO99THO-R501-004,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9203,-129.99,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.8,1.49,14.4,,,,,10.5,,0.2,7.32,12.1,2.92,0.18,0.15,,
NEMO99THO-R501-007,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9204,-129.982,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.7,1.49,14.4,,,,,10.5,,0.19,7.32,12.2,2.91,0.18,0.16,,
NEMO99THO-R501-005,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9204,-129.988,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.7,1.5,14.4,,,,,10.5,,0.19,7.35,12.2,2.92,0.18,0.17,,
NEMO99THO-R501-002,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9206,-129.992,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.7,1.51,14.6,,,,,10.4,,0.19,7.39,12.2,2.92,0.19,0.16,,
NEMO99THO-R501-006,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9206,-129.987,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.5,14.4,,,,,10.5,,0.19,7.31,11.9,2.92,0.18,0.16,,
NEMO99THO-R501-006,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9206,-129.987,0.0001,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,0.24
NEMO99THO-R501-003,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9207,-129.991,0.0001,-1530,-1530,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.5,14.5,,,,,10.6,,0.2,7.27,12,2.94,0.18,0.13,,
NEMO99THO-R496-003,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9226,-129.988,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50,1.53,14.5,,,,,10.7,,0.2,7.5,12,2.89,0.18,0.15,,
NEMO98RB-R461-016,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-98,45.9227,-129.988,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50,1.52,14.4,,,,,10.6,,0.21,7.32,12.1,2.96,0.19,0.15,,
NEMO98RB-R461-016,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-98,45.9227,-129.988,0.0001,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,0.22
NEMO00RB-R552-001,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9227,-129.988,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.6,1.5,14.6,,,,,10.4,,0.2,7.19,12,2.89,0.19,0.15,,
NEMO00RB-R551-017,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9227,-129.988,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.4,1.51,14.7,,,,,10.3,,0.2,7.37,12.1,2.82,0.19,0.15,,
WFL2009-D72-R005,MBA000037,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.9236,-129.977,1.00E-06,-1523,-1523,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.08,1.57,14.72,,,,,10.94,,0.2,7.5,12.42,2.75,0.17,0.15,,
NEMO99THO-R501-011,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.9239,-129.982,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.7,1.5,14.3,,,,,10.5,,0.19,7.18,12.2,2.48,0.18,0.15,,
NEMO99THO-R501-014,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.924,-129.989,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.6,1.47,14.5,,,,,10.4,,0.19,7.43,12.1,2.84,0.19,0.16,,
NEMO99THO-R501-012,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.924,-129.988,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.5,1.48,14.5,,,,,10.2,,0.2,7.4,12.2,2.48,0.18,0.14,,
NEMO99THO-R501-016,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.924,-129.992,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.6,1.49,14.5,,,,,10.4,,0.19,7.39,12.2,2.85,0.18,0.15,,
NEMO99THO-R501-010,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.924,-129.982,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.8,1.51,14.3,,,,,10.6,,0.2,7.21,12.1,2.6,0.18,0.15,,
NEMO99THO-R501-013,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.924,-129.989,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.7,1.51,14.3,,,,,10.7,,0.21,7.48,12,2.9,0.18,0.15,,
WFL2009-D72-R004,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.9241,-129.975,1.00E-05,-1527.6,-1527.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.02,1.55,14.71,,,,,10.98,,0.21,7.39,12.35,2.76,0.17,0.15,,
ALV1726-002,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",ALV1726,45.925,-130.008,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.2,1.52,14.6,,,,,10.6,,0.22,7.42,11.8,2.94,0.18,0.15,,
NEMO00RB-R547-037,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9261,-129.98,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.2,1.37,14.4,,,,,10.1,,0.2,7.68,12.6,2.7,0.12,0.11,,
NEMO00RB-R547-035,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9261,-129.98,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.52,14.4,,,,,10.4,,0.19,7.49,12.1,2.89,0.19,0.13,,
WFL2009-D72-R003,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.9262,-129.973,1.00E-05,-1531.7,-1531.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.09,1.5,14.87,,,,,10.6,,0.2,7.63,12.53,2.67,0.17,0.15,,
WFL2009-D72-R001,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.9265,-129.972,1.00E-05,-1529.6,-1529.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.91,1.5,14.92,,,,,10.86,,0.2,7.76,12.57,2.67,0.17,0.15,,
WFL2009-D72-R002,MBA000034,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.9268,-129.973,1.00E-06,-1525,-1525,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.86,1.51,14.89,,,,,10.65,,0.19,7.65,12.49,2.69,0.17,0.16,,
NEMO98RB-R461-025,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-98,45.927,-129.98,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.23,14.9,,,,,9.9,,0.2,7.96,12.1,2.69,0.12,0.1,,
NEMO98RB-R461-025,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-98,45.927,-129.98,0.0001,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,0.16
NEMO98RB-R461-026,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-98,45.927,-129.98,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50,1.47,14.4,,,,,10.4,,0.2,7.54,11.8,2.89,0.19,0.14,,
WFL2009-D72-R007,MBA000038,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.9276,-129.98,1.00E-06,-1513,-1513,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50,1.28,15.21,,,,,10.26,,0.18,8.07,12.58,2.53,0.1,0.11,,
WFL2011-D270-R017,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2011,45.9284,-129.985,1.00E-05,-1514.7,-1514.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.34,1.56,14.89,,,,,11.08,,0.2,7.26,12.53,2.76,0.18,0.15,,
ATN0015-21-292-26,MBA00002B,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",ATN0015-21,45.9284,-129.983,1.00E-06,-1518,-1518,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.14,1.49,14.78,,,,,10.93,,0.19,7.41,12.21,2.71,0.17,0.12,,
NEMO98RB-R473-021,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-98,45.9287,-129.983,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.53,14.5,,,,,10.7,,0.22,7.31,12.1,2.95,0.19,0.15,,
NEMO00RB-R549-016,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.9287,-129.983,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49,1.52,14.3,,,,,10.4,,0.2,7.35,12,2.84,0.18,0.14,,
WFL2009-D72-R008,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.9295,-129.981,1.00E-05,-1500.9,-1500.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.05,1.25,15.31,,,,,10.22,,0.18,8.28,12.73,2.52,0.1,0.11,,
WFL2009-D72-R009,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.9298,-129.981,1.00E-05,-1512.6,-1512.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.97,1.51,14.78,,,,,10.72,,0.19,7.69,12.45,2.69,0.18,0.16,,
THONEMO-3-R743-RK/007,,EARTHCHEMDB,10.1029/2009gc003009,"CONTAMINATION OF BASALTIC LAVA BY SEAWATER: EVIDENCE FOUND IN A LAVA PILLAR FROM AXIAL SEAMOUNT, JUAN DE FUCA RIDGE",GEOCHEM GEOPHYS GEOSYST,"SCHIFFMAN, P; ZIERENBERG, R A; CHADWICK, W; CLAGUE, D A; LOWENSTERN, J",THONEMO-3,45.93,-129.984,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.86,1.61,14.77,,,,,9.83,,0.2,7.27,12.28,4.48,0.22,0.27,,
THO0199-R1012-P02,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",THO0199,45.9301,-129.982,1.00E-05,-1522,-1522,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.13,1.54,14.74,,,,,11.11,,0.19,7.51,12.32,2.72,0.16,0.14,,
