Sample_ID_Cpx,Mineral,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,Total
MA-tephra 7-27 ,Clinopyroxene,49.335,1.28,3.89,0.125,10.601,0.277,13.377,20.627,0.425,,
MA-tephra 7-136 ,Clinopyroxene,50.973,0.812,2.333,0.084,8.614,0.214,15.661,20.637,0.334,,
MA-tephra 7-95 ,Clinopyroxene,50.616,0.87,3.069,0.033,8.588,0.244,14.854,20.748,0.41,,
MA-tephra 7-156 ,Clinopyroxene,51.231,0.695,2.032,0.01,9.513,0.277,15.06,20.769,0.321,,
MA-tephra 7-84 ,Clinopyroxene,51.139,0.842,2.242,0.101,9.007,0.251,15.415,20.888,0.328,,
MA-tephra 7-162 ,Clinopyroxene,51.834,0.569,1.695,0.012,10.437,0.276,14.146,20.953,0.385,,
MA tephra 8-8 ,Clinopyroxene,51.688,0.357,0.742,0.008,11.979,0.419,15.247,18.279,0.38,,
MA tephra 8-73 ,Clinopyroxene,50.65,0.655,1.719,0.019,13.205,0.36,13.781,18.7,0.377,,
MA tephra 8-31 ,Clinopyroxene,51.484,0.445,1.075,0,12.258,0.397,13.884,19.238,0.363,,
MA tephra 8-67 ,Clinopyroxene,51.183,0.616,1.751,0.023,9.856,0.287,15.035,19.296,0.332,,
MA tephra 8-80 ,Clinopyroxene,50.103,0.079,1.279,0,1.847,0.377,13.218,19.414,0.303,,
MA tephra 8-95 ,Clinopyroxene,51.38,0.577,1.416,0,12.355,0.395,14.136,19.45,0.344,,
MA tephra 8-50 ,Clinopyroxene,50.891,0.646,1.873,0,12.327,0.349,13.931,19.462,0.349,,
MA tephra 8-104 ,Clinopyroxene,50.509,0.855,2.119,0,12.44,0.39,13.942,19.463,0.346,,
MA tephra 8-76 ,Clinopyroxene,51.513,0.433,1.078,0,13.02,0.371,13.682,19.48,0.381,,
MA tephra 8-68 ,Clinopyroxene,50.869,0.502,1.379,0.021,13.152,0.375,13.391,19.54,0.406,,
MA tephra 8-71 ,Clinopyroxene,50.532,1.059,2.643,0.008,9.002,0.298,15.357,19.565,0.367,,
MA tephra 8-46 ,Clinopyroxene,51.511,0.587,1.363,0,11.883,0.397,14.087,19.598,0.344,,
MA tephra 8-94 ,Clinopyroxene,51.208,0.846,2.234,0.053,8.9,0.255,15.698,19.76,0.322,,
MA tephra 8-19 ,Clinopyroxene,50.816,0.767,2.346,0,10.919,0.322,14.473,19.791,0.363,,
MA tephra 8-39 ,Clinopyroxene,51.197,0.662,2.014,0,10.036,0.299,15.225,19.792,0.454,,
MA tephra 8-108 ,Clinopyroxene,51.04,0.839,2.201,0.112,8.965,0.294,15.262,19.867,0.388,,
MA tephra 8-38 ,Clinopyroxene,51.386,0.499,1.276,0.021,12.184,0.388,13.912,19.879,0.342,,
MA tephra 8-106 ,Clinopyroxene,50.921,0.652,1.937,0.018,12.035,0.374,13.909,19.95,0.347,,
MA tephra 8-7 ,Clinopyroxene,51.013,0.574,1.342,0.014,11.476,0.351,14.004,19.991,0.384,,
MA tephra 8-18 ,Clinopyroxene,49.426,1.273,3.698,0.059,10.112,0.284,14.492,20.024,0.378,,
MA tephra 8-24 ,Clinopyroxene,50.632,0.893,2.128,0.066,9.463,0.279,15.462,20.097,0.375,,
MA tephra 8-100 ,Clinopyroxene,51.342,0.768,2.096,0.033,8.883,0.296,15.248,20.101,0.35,,
MA tephra 8-20 ,Clinopyroxene,51.411,0.624,1.617,0.032,9.782,0.272,15.112,20.157,0.305,,
MA tephra 8-11 ,Clinopyroxene,51.303,0.532,1.507,0.02,10.811,0.345,14.777,20.162,0.332,,
MA tephra 8-105 ,Clinopyroxene,51.284,0.529,1.336,0,11.475,0.367,14.182,20.183,0.334,,
MA tephra 8-2 ,Clinopyroxene,50.657,0.931,2.348,0.035,8.815,0.263,15.502,20.194,0.321,,
MA tephra 8-13 ,Clinopyroxene,51.333,0.471,1.247,0,12.199,0.355,13.726,20.233,0.363,,
MA tephra 8-3 ,Clinopyroxene,51.013,0.828,2.186,0.088,10.104,0.286,15.003,20.255,0.354,,
MA tephra 8-1 ,Clinopyroxene,49.423,0.861,5.446,0.214,8.005,0.146,14.932,20.312,0.457,,
MA tephra 8-65 ,Clinopyroxene,51.535,0.639,1.677,0.009,9.894,0.266,15.297,20.392,0.322,,
MA tephra 8-45 ,Clinopyroxene,50.746,0.932,2.565,0.045,8.987,0.267,15.124,20.398,0.366,,
MA tephra 8-88 ,Clinopyroxene,51.238,0.544,1.436,0.017,11.808,0.358,13.695,20.404,0.381,,
MA tephra 8-58 ,Clinopyroxene,51.355,0.638,1.829,0.027,9.596,0.301,15.165,20.425,0.302,,
MA tephra 8-12 ,Clinopyroxene,51.098,0.702,1.872,0,9.765,0.264,15.249,20.467,0.314,,
MAtephra-9-140 ,Clinopyroxene,51.734,0.651,1.683,0.002,13.43,0.336,14.229,18.147,0.305,,
MAtephra-9-32 ,Clinopyroxene,51.58,0.927,1.851,0.021,12.152,0.306,14.62,18.199,0.301,,
MAtephra-9-108 ,Clinopyroxene,51.744,0.524,1.206,0,13.089,0.391,13.906,18.214,0.316,,
MAtephra-9-50 ,Clinopyroxene,52.246,0.59,1.394,0.008,12.653,0.447,13.949,18.351,0.323,,
MAtephra-9-46 ,Clinopyroxene,52.653,0.686,1.685,0.055,9.922,0.292,16.266,18.406,0.355,,
MAtephra-9-31 ,Clinopyroxene,51.651,0.837,1.902,0.047,10.779,0.301,15.123,18.475,0.344,,
MAtephra-9-67 ,Clinopyroxene,51.724,0.456,1.32,0,14.305,0.56,12.78,18.551,0.356,,
MAtephra-9-48 ,Clinopyroxene,51.536,0.552,1.663,0,12.708,0.404,13.74,18.589,0.31,,
MAtephra-9-158 ,Clinopyroxene,51.763,0.946,2.162,0.02,11.902,0.326,14.734,18.622,0.391,,
MAtephra-9-7 ,Clinopyroxene,51.208,0.918,2.088,0.023,10.804,0.253,15.043,18.655,0.346,,
MAtephra-9-139 ,Clinopyroxene,52.001,0.595,1.335,0.031,12.57,0.377,14.066,18.712,0.265,,
MAtephra-9-114 ,Clinopyroxene,51.38,0.914,2.231,0.059,11.791,0.287,14.496,18.729,0.344,,
MAtephra-9-74 ,Clinopyroxene,52.084,0.4,0.909,0.03,15.624,0.487,12.45,18.845,0.279,,
MAtephra-9-17 ,Clinopyroxene,51.722,0.82,2.154,0.021,10.115,0.304,15.527,18.869,0.367,,
MAtephra-9-3 ,Clinopyroxene,51.79,0.735,1.952,0.012,11.185,0.269,15.19,18.911,0.398,,
MAtephra-9-155 ,Clinopyroxene,52.197,0.769,1.822,0.007,10.168,0.286,15.767,18.987,0.393,,
MAtephra-9-43 ,Clinopyroxene,51.646,0.724,2.144,0.005,9.567,0.275,15.385,19.03,0.33,,
MAtephra-9-96 ,Clinopyroxene,51.719,0.664,2.141,0.074,11.095,0.357,14.444,19.038,0.371,,
MAtephra-9-104 ,Clinopyroxene,52.15,0.387,0.983,0.016,14.98,0.47,12.482,19.051,0.273,,
MAtephra-9-151 ,Clinopyroxene,52.281,0.404,1.105,0.018,13.219,0.365,13.697,19.083,0.324,,
MAtephra-9-117 ,Clinopyroxene,51.294,0.677,2.065,0,13.662,0.494,12.946,19.122,0.35,,
MAtephra-9-126 ,Clinopyroxene,51.848,0.822,2.409,0.047,9.812,0.29,15.28,19.138,0.358,,
MAtephra-9-131 ,Clinopyroxene,51.623,0.457,1.221,0,13.295,0.371,13.566,19.139,0.334,,
MAtephra-9-77 ,Clinopyroxene,51.673,0.767,2.233,0.167,9.773,0.26,15.407,19.141,0.312,,
MAtephra-9-1 ,Clinopyroxene,51.584,0.826,1.915,0.014,9.155,0.284,15.843,19.173,0.345,,
MAtephra-9-60 ,Clinopyroxene,52.172,0.474,1.015,0,13.286,0.399,13.623,19.212,0.33,,
MAtephra-9-100 ,Clinopyroxene,52.746,0.582,1.662,0,10.469,0.35,15.344,19.322,0.37,,
MAtephra-9-144 ,Clinopyroxene,51.787,0.773,2.085,0.025,10.291,0.298,15.148,19.36,0.345,,
MAtephra-9-70 ,Clinopyroxene,51.512,0.836,2.348,0,10.83,0.284,14.561,19.376,0.341,,
MAtephra-9-91 ,Clinopyroxene,51.986,0.48,1.259,0.022,12.276,0.39,13.647,19.38,0.341,,
MAtephra-9-33 ,Clinopyroxene,52.089,0.425,1.337,0,12.59,0.373,13.651,19.405,0.354,,
MAtephra-9-153 ,Clinopyroxene,52.19,0.422,1.063,0.007,13.114,0.405,13.679,19.424,0.356,,
MAtephra-9-52 ,Clinopyroxene,52.402,0.349,0.932,0.001,12.279,0.386,13.838,19.439,0.334,,
MAtephra-9-149 ,Clinopyroxene,52.174,0.63,1.884,0.041,10.692,0.339,14.964,19.47,0.304,,
MAtephra-9-5 ,Clinopyroxene,52.478,0.514,1.423,0,10.509,0.34,15.409,19.487,0.322,,
MAtephra-9-125 ,Clinopyroxene,50.761,0.944,2.712,0.017,11.279,0.342,14.127,19.493,0.365,,
MAtephra-9-6 ,Clinopyroxene,52.041,0.513,1.218,0,12.217,0.371,13.673,19.499,0.338,,
MAtephra-9-142 ,Clinopyroxene,51.529,0.808,2.6,0.026,9.403,0.253,15.798,19.503,0.372,,
MAtephra-9-107 ,Clinopyroxene,51.842,0.763,1.923,0.036,10.216,0.274,15.136,19.514,0.317,,
MAtephra-9-133 ,Clinopyroxene,52.07,0.737,1.816,0.023,10.017,0.304,15.145,19.535,0.349,,
MAtephra-9-159 ,Clinopyroxene,51.536,0.812,2.605,0.063,10.125,0.279,15.128,19.542,0.347,,
MAtephra-9-69 ,Clinopyroxene,51.878,0.618,1.653,0.019,11.496,0.355,13.753,19.543,0.334,,
MAtephra-9-44 ,Clinopyroxene,51.064,0.727,2.294,0.044,10.586,0.291,14.188,19.545,0.327,,
MAtephra-9-83 ,Clinopyroxene,51.93,0.467,1.34,0.035,11.459,0.392,14.241,19.553,0.316,,
MAtephra-9-54 ,Clinopyroxene,50.42,1.108,4.165,0.395,8.784,0.219,15.446,19.557,0.332,,
MAtephra-9-64 ,Clinopyroxene,51.432,0.853,2.323,0.002,10.515,0.279,14.991,19.558,0.373,,
MAtephra-9-106 ,Clinopyroxene,51.128,0.914,2.819,0.111,10.292,0.297,14.884,19.617,0.363,,
MAtephra-9-134 ,Clinopyroxene,51.805,0.727,1.749,0.011,11.287,0.298,14.6,19.63,0.344,,
MAtephra-9-129 ,Clinopyroxene,51.94,0.824,2.31,0.189,9.014,0.24,15.76,19.651,0.338,,
MAtephra-9-37 ,Clinopyroxene,52.373,0.473,1.164,0,11.808,0.387,14.225,19.67,0.336,,
MAtephra-9-89 ,Clinopyroxene,52.35,0.797,1.976,0.001,9.204,0.245,15.949,19.687,0.322,,
MAtephra-9-145 ,Clinopyroxene,52.203,0.596,1.629,0.017,10.608,0.292,14.665,19.691,0.306,,
MAtephra-9-102 ,Clinopyroxene,52.603,0.32,0.725,0,12.352,0.453,13.444,19.703,0.354,,
MAtephra-9-85 ,Clinopyroxene,51.869,0.729,2.109,0.126,7.728,0.228,16.551,19.749,0.336,,
MAtephra-9-127 ,Clinopyroxene,52.744,0.451,0.986,0.013,12.301,0.395,13.804,19.782,0.334,,
MAtephra-9-143 ,Clinopyroxene,52.064,0.807,1.962,0,9.391,0.272,15.533,19.789,0.358,,
MAtephra-9-36 ,Clinopyroxene,52.359,0.506,1.634,0.004,10.348,0.312,15.007,19.813,0.318,,
MAtephra-9-124 ,Clinopyroxene,52.426,0.641,1.627,0,10.781,0.319,14.397,19.871,0.344,,
MAtephra-9-92 ,Clinopyroxene,52.489,0.398,1.158,0,12.619,0.37,14.097,19.882,0.323,,
MAtephra-9-136 ,Clinopyroxene,51.885,0.673,2.014,0.016,10.277,0.261,15.143,19.903,0.311,,
MAtephra-9-152 ,Clinopyroxene,52.396,0.842,2.111,0.042,9.143,0.256,15.869,19.927,0.329,,
MAtephra-9-132 ,Clinopyroxene,49.958,1.36,3.855,0,11.158,0.325,13.284,19.952,0.362,,
MAtephra-9-135 ,Clinopyroxene,51.791,0.761,2.333,0.036,9.041,0.236,15.937,19.963,0.34,,
MAtephra-9-28 ,Clinopyroxene,51.456,0.81,2.106,0.006,9.117,0.251,15.514,19.983,0.397,,
MAtephra-9-157 ,Clinopyroxene,52.36,0.602,1.347,0.229,9.483,0.298,14.544,19.992,0.419,,
MAtephra-9-150 ,Clinopyroxene,52.129,0.501,1.541,0.001,11.084,0.332,14.226,20,0.374,,
MAtephra-9-79 ,Clinopyroxene,52.049,0.506,1.62,0.006,10.814,0.364,14.503,20.02,0.351,,
MAtephra-9-76 ,Clinopyroxene,51.367,0.801,2.514,0.298,8.741,0.257,15.591,20.05,0.357,,
MAtephra-9-20 ,Clinopyroxene,51.929,0.708,2.033,0.019,9.395,0.272,15.387,20.102,0.325,,
MAtephra-9-73 ,Clinopyroxene,51.579,0.872,2.783,0.039,9.717,0.23,15.183,20.191,0.357,,
MAtephra-9-119 ,Clinopyroxene,51.98,0.803,2.137,0.04,8.671,0.235,15.449,20.225,0.318,,
MAtephra-9-111 ,Clinopyroxene,50.998,1.08,3.003,0.041,9.588,0.263,14.364,20.404,0.341,,
MAtephra-9-147 ,Clinopyroxene,51.631,0.746,2.842,0.078,8.21,0.208,15.475,20.73,0.349,,
MAtephra10-107 ,Clinopyroxene,50.816,0.902,2.315,0.006,11.951,0.335,14.202,18.848,0.362,,
MAtephra10-103 ,Clinopyroxene,51.69,0.584,1.401,0,13.109,0.361,13.98,19.055,0.366,,
MAtephra10-156 ,Clinopyroxene,51.275,0.462,1.249,0.002,13.06,0.427,13.614,19.097,0.517,,
MAtephra10-102 ,Clinopyroxene,51.449,0.685,1.645,0.028,12.594,0.353,13.61,19.134,0.386,,
MAtephra10-42 ,Clinopyroxene,51.932,0.528,1.598,0.025,12.195,0.341,14.049,19.144,0.365,,
MAtephra10-29 ,Clinopyroxene,51.866,0.6,1.654,0.016,11.556,0.327,14.578,19.197,0.344,,
MAtephra10-14 ,Clinopyroxene,52.051,0.385,1.111,0.018,12.775,0.427,13.586,19.215,0.375,,
MAtephra10-13 ,Clinopyroxene,52.158,0.459,1.219,0.002,13.072,0.448,13.71,19.224,0.357,,
MAtephra10-2 ,Clinopyroxene,52.099,0.737,2.289,0.054,9.677,0.281,15.541,19.243,0.357,,
MAtephra10-25 ,Clinopyroxene,52.04,0.7,1.858,0.023,10.983,0.344,14.739,19.258,0.314,,
MAtephra10-112 ,Clinopyroxene,51.635,0.431,1.234,0,12.968,0.425,13.498,19.305,0.321,,
MAtephra10-34 ,Clinopyroxene,51.917,0.572,1.613,0.014,12.041,0.314,14.259,19.351,0.35,,
MAtephra10-4 ,Clinopyroxene,51.427,0.598,1.978,0.069,12.014,0.304,14.231,19.429,0.378,,
MAtephra10-87 ,Clinopyroxene,51.148,0.704,1.926,0.011,10.567,0.327,14.115,19.469,0.367,,
MAtephra10-104 ,Clinopyroxene,51.794,0.482,1.225,0.003,12.683,0.391,13.796,19.49,0.335,,
MAtephra10-37 ,Clinopyroxene,52.208,0.578,1.501,0.033,11.285,0.341,14.344,19.496,0.295,,
MAtephra10-109 ,Clinopyroxene,51.571,0.561,1.596,0.018,11.462,0.305,14.103,19.541,0.353,,
MAtephra10-50 ,Clinopyroxene,51.241,0.5,1.382,0,11.886,0.34,13.944,19.559,0.327,,
MAtephra10-18 ,Clinopyroxene,51.889,0.569,1.764,0.03,11.789,0.367,14.008,19.566,0.322,,
MAtephra10-80 ,Clinopyroxene,51.498,0.462,1.244,0.018,12.6,0.376,13.78,19.612,0.367,,
MAtephra10-82 ,Clinopyroxene,51.352,0.382,0.98,0.005,11.783,0.332,13.94,19.616,0.331,,
MAtephra10-189 ,Clinopyroxene,51.631,0.606,1.476,0,10.457,0.316,14.852,19.65,0.337,,
MAtephra10-108 ,Clinopyroxene,51.844,0.572,1.533,0.002,10.264,0.345,15.16,19.695,0.333,,
MAtephra10-9 ,Clinopyroxene,52,0.413,1.266,0.005,10.993,0.309,14.567,19.696,0.593,,
MAtephra10-181 ,Clinopyroxene,51.71,0.439,1.199,0.041,12.99,0.286,13.304,19.723,0.358,,
MAtephra10-45 ,Clinopyroxene,52.112,0.532,1.772,0.002,11.105,0.336,14.457,19.727,0.332,,
MAtephra10-11 ,Clinopyroxene,51.814,0.62,1.551,0,11.77,0.347,14.082,19.73,0.328,,
MAtephra10-168 ,Clinopyroxene,51.535,0.58,1.45,0,11.55,0.343,14.408,19.731,0.33,,
MAtephra10-84 ,Clinopyroxene,51.436,0.524,1.478,0,11.176,0.345,14.238,19.763,0.358,,
MAtephra10-94 ,Clinopyroxene,51.455,0.548,1.312,0.012,12.199,0.398,13.725,19.794,0.329,,
MAtephra10-133 ,Clinopyroxene,51.635,0.547,1.51,0.015,11.649,0.375,14.293,19.796,0.351,,
MAtephra10-157 ,Clinopyroxene,51.467,0.493,1.443,0.049,12.19,0.347,13.686,19.829,0.369,,
MAtephra10-134 ,Clinopyroxene,51.372,0.513,1.668,0,11.567,0.317,14.293,19.843,0.368,,
MAtephra10-69 ,Clinopyroxene,51.594,0.269,0.874,0,12.554,0.431,13.036,19.857,0.315,,
MAtephra10-186 ,Clinopyroxene,51.754,0.512,1.297,0.003,11.648,0.345,14.374,19.872,0.361,,
MAtephra10-54 ,Clinopyroxene,50.976,0.53,1.501,0,12.469,0.387,13.545,19.88,0.335,,
MAtephra10-142 ,Clinopyroxene,50.988,0.675,1.808,0.022,13.753,0.373,12.433,19.888,0.45,,
MAtephra10-59 ,Clinopyroxene,51.101,0.609,1.981,0.018,10.928,0.294,13.964,19.906,0.396,,
MAtephra10-139 ,Clinopyroxene,51.618,0.557,1.738,0,11.465,0.37,14.045,19.916,0.374,,
MAtephra10-158 ,Clinopyroxene,52.051,0.529,1.376,0,11.531,0.338,13.941,19.937,0.379,,
MAtephra10-20 ,Clinopyroxene,52.334,0.595,1.782,0,10.965,0.308,14.637,19.948,0.37,,
MAtephra10-118 ,Clinopyroxene,51.813,0.592,1.471,0,11.047,0.362,14.616,19.985,0.339,,
MAtephra10-97 ,Clinopyroxene,50.706,1.002,3.458,0,9.83,0.29,14.662,20.13,0.447,,
MAtephra10-62 ,Clinopyroxene,51.77,0.557,1.695,0.011,10.751,0.296,14.586,20.134,0.329,,
MAtephra10-120 ,Clinopyroxene,51.168,0.771,3.516,0.143,7.082,0.218,15.61,20.71,0.398,,
MAtephra10-88 ,Clinopyroxene,50.449,0.817,3.568,0.207,8.603,0.233,14.587,20.839,0.349,,
MAtephra11-135 ,Clinopyroxene,51.36,0.605,1.795,0.053,12.816,0.333,14.411,18.213,0.321,,
MAtephra11-102 ,Clinopyroxene,50.981,0.65,2.555,0.02,11.012,0.329,15.109,18.608,0.308,,
MAtephra11-163 ,Clinopyroxene,51.373,0.911,2.128,0.055,11.213,0.294,15.213,18.612,0.358,,
MAtephra11-94 ,Clinopyroxene,51.295,0.541,1.336,0,13.739,0.458,13.813,18.699,0.32,,
MAtephra11-153 ,Clinopyroxene,50.464,1.019,2.487,0,11.694,0.298,14.78,18.701,0.385,,
MAtephra11-15 ,Clinopyroxene,51.545,0.659,1.406,0.014,13.173,0.418,13.776,18.824,0.336,,
MAtephra11-134 ,Clinopyroxene,51.123,0.711,2.102,0,11.893,0.371,14.194,18.872,0.344,,
MAtephra11-13 ,Clinopyroxene,51.686,0.656,1.893,0.021,11.234,0.303,15.028,18.879,0.402,,
MAtephra11-142 ,Clinopyroxene,51.231,0.636,1.472,0.007,12.748,0.339,13.622,18.884,0.338,,
MAtephra11-29 ,Clinopyroxene,51.175,0.789,1.924,0.019,12.272,0.337,14.393,18.901,0.372,,
MAtephra11-36 ,Clinopyroxene,52.258,0.495,1.372,0.013,11.849,0.316,14.67,18.921,0.378,,
MAtephra11-168 ,Clinopyroxene,51.554,0.492,1.136,0.004,13.379,0.366,13.591,18.986,0.358,,
MAtephra11-21 ,Clinopyroxene,51.017,1.027,2.745,0.011,10.642,0.349,15.172,19.001,0.396,,
MAtephra11-140 ,Clinopyroxene,51.312,0.584,1.877,0.015,12.748,0.414,13.856,19.006,0.346,,
MAtephra11-129 ,Clinopyroxene,50.919,0.764,1.904,0,11.381,0.347,14.453,19.05,0.423,,
MAtephra11-58 ,Clinopyroxene,50.958,0.53,1.497,0.013,12.758,0.386,13.809,19.088,0.376,,
MAtephra11-115 ,Clinopyroxene,51.152,0.742,1.785,0.028,11.528,0.322,14.606,19.166,0.393,,
MAtephra11-164 ,Clinopyroxene,51.376,0.622,2.387,0.009,10.615,0.272,14.921,19.18,0.424,,
MAtephra11-154 ,Clinopyroxene,51.297,0.6,2.107,0.291,12.399,0.369,13.75,19.183,0.385,,
MAtephra11-71 ,Clinopyroxene,51.779,0.717,1.891,0.086,9.362,0.282,16.036,19.187,0.288,,
MAtephra11-117 ,Clinopyroxene,51.715,0.493,1.131,0.01,12.453,0.369,13.814,19.226,0.307,,
MAtephra11-5 ,Clinopyroxene,51.515,0.788,2.223,0.067,9.81,0.273,15.548,19.237,0.366,,
MAtephra11-48 ,Clinopyroxene,51.441,0.598,1.536,0.025,12.669,0.395,13.995,19.237,0.356,,
MAtephra11-120 ,Clinopyroxene,51.594,0.524,1.509,0.011,12.446,0.352,14.133,19.255,0.374,,
MAtephra11-80 ,Clinopyroxene,51.354,0.474,1.032,0,11.923,0.441,13.871,19.302,0.347,,
MAtephra11-121 ,Clinopyroxene,50.768,0.755,2.635,0.113,9.892,0.285,15.212,19.37,0.337,,
MAtephra11-7 ,Clinopyroxene,51.585,0.874,1.985,0.011,10.277,0.293,14.916,19.401,0.331,,
MAtephra11-43 ,Clinopyroxene,51.178,0.897,2.523,0.112,10.256,0.314,15.141,19.424,0.362,,
MAtephra11-39 ,Clinopyroxene,51.884,0.611,1.896,0.005,10.325,0.323,14.941,19.466,0.398,,
MAtephra11-8 ,Clinopyroxene,52.196,0.842,1.894,0.013,9.296,0.292,15.824,19.537,0.317,,
MAtephra11-171 ,Clinopyroxene,50.877,0.742,2.139,0.006,9.686,0.259,14.997,19.545,0.369,,
MAtephra11-138 ,Clinopyroxene,50.758,1.057,2.582,0.028,10.662,0.269,14.729,19.548,0.358,,
MAtephra11-62 ,Clinopyroxene,51.286,0.949,2.071,0,10.743,0.267,14.963,19.564,0.352,,
MAtephra11-64 ,Clinopyroxene,51.688,0.453,1.137,0,13.001,0.418,13.612,19.569,0.33,,
MAtephra11-16 ,Clinopyroxene,51.344,0.771,2.254,0.012,11.524,0.372,14.058,19.585,0.351,,
MAtephra11-133 ,Clinopyroxene,51.588,0.525,1.433,0.026,11.346,0.372,14.598,19.594,0.342,,
MAtephra11-54 ,Clinopyroxene,50.754,0.924,2.701,0.141,9.838,0.272,15.152,19.601,0.351,,
MAtephra11-25 ,Clinopyroxene,52.06,0.806,1.856,0.023,9.393,0.263,15.971,19.644,0.313,,
MAtephra11-95 ,Clinopyroxene,51.522,0.776,2.167,0.039,9.179,0.241,15.582,19.65,0.302,,
MAtephra11-155 ,Clinopyroxene,51.237,0.769,2.206,0.043,9.125,0.294,15.646,19.663,0.327,,
MAtephra11-91 ,Clinopyroxene,51.198,0.921,2.274,0.152,9.507,0.218,15.495,19.674,0.3,,
MAtephra11-77 ,Clinopyroxene,51.428,0.691,1.77,0,10,0.299,15.169,19.683,0.307,,
MAtephra11-73 ,Clinopyroxene,51.878,0.415,1.819,0.134,10.206,0.342,14.731,19.692,0.374,,
MAtephra11-59 ,Clinopyroxene,51.793,0.445,1.076,0,12.126,0.386,14.072,19.706,0.313,,
MAtephra11-114 ,Clinopyroxene,51.197,0.881,2.42,0.125,9.464,0.272,15.61,19.711,0.352,,
MAtephra11-37 ,Clinopyroxene,51.157,0.797,2.136,0.001,11.606,0.316,14.243,19.771,0.339,,
MAtephra11-169 ,Clinopyroxene,51.59,0.565,1.805,0.002,11.917,0.354,14.258,19.774,0.357,,
MAtephra11-112 ,Clinopyroxene,51.569,0.824,2.122,0.06,9.062,0.259,15.469,19.796,0.304,,
MAtephra11-124 ,Clinopyroxene,51.772,0.533,1.525,0,10.334,0.274,14.946,19.799,0.275,,
MAtephra11-47 ,Clinopyroxene,51.746,0.741,1.976,0.007,9.767,0.315,15.528,19.824,0.336,,
MAtephra11-53 ,Clinopyroxene,51.292,0.829,2.039,0.006,10.269,0.286,15.233,19.826,0.312,,
MAtephra11-51 ,Clinopyroxene,51.359,0.815,2.256,0.018,9.563,0.265,15.433,19.83,0.327,,
MAtephra11-106 ,Clinopyroxene,51.373,0.769,2.199,0.156,9.548,0.279,15.062,19.855,0.337,,
MAtephra11-89 ,Clinopyroxene,51.63,0.402,0.968,0.015,12.282,0.38,13.63,19.858,0.332,,
MAtephra11-28 ,Clinopyroxene,51.903,0.702,1.781,0,9.036,0.311,15.627,19.859,0.3,,
MAtephra11-50 ,Clinopyroxene,51.258,0.796,2.288,0.107,9.192,0.26,15.448,19.86,0.356,,
MAtephra11-113 ,Clinopyroxene,51.284,0.842,2.215,0.009,9.067,0.271,15.592,19.868,0.312,,
MAtephra11-174 ,Clinopyroxene,51.568,0.784,2.298,0.069,9.378,0.225,15.701,19.886,0.352,,
MAtephra11-6 ,Clinopyroxene,52.118,0.625,2.045,0.036,9.381,0.256,15.846,19.901,0.302,,
MAtephra11-82 ,Clinopyroxene,50.874,0.828,2.135,0.027,9.381,0.251,15.476,19.904,0.319,,
MAtephra11-79 ,Clinopyroxene,51.417,0.881,2.122,0.03,9.282,0.24,15.858,19.92,0.352,,
MAtephra11-101 ,Clinopyroxene,51.885,0.535,1.222,0.006,11.091,0.361,14.151,19.923,0.308,,
MAtephra11-158 ,Clinopyroxene,51.51,0.522,1.61,0.079,10.518,0.298,15.087,19.925,0.269,,
MAtephra11-123 ,Clinopyroxene,51.438,0.865,2.172,0.045,8.876,0.257,15.741,19.974,0.288,,
MAtephra11-32 ,Clinopyroxene,51.603,0.805,2.182,0.028,9.636,0.229,15.307,19.991,0.36,,
MAtephra11-31 ,Clinopyroxene,51.643,0.786,2.281,0.024,9.31,0.241,15.544,19.997,0.322,,
MAtephra11-26 ,Clinopyroxene,51.419,0.733,1.853,0.001,10.719,0.327,14.832,20.011,0.336,,
MAtephra11-132 ,Clinopyroxene,51.273,0.766,2.006,0.012,9.826,0.275,15.347,20.013,0.287,,
MAtephra11-157 ,Clinopyroxene,51.528,0.738,2.156,0.04,9.331,0.22,15.649,20.081,0.3,,
MAtephra11-81 ,Clinopyroxene,51.425,0.939,2.218,0.037,9.597,0.27,15.481,20.104,0.328,,
MAtephra11-152 ,Clinopyroxene,51.378,0.782,2,0.012,9.538,0.323,15.267,20.105,0.309,,
MAtephra11-126 ,Clinopyroxene,51.57,0.773,2.062,0.003,9.177,0.263,15.415,20.136,0.331,,
MAtephra11-178 ,Clinopyroxene,51.109,0.965,2.386,0.04,8.992,0.181,15.587,20.145,0.348,,
MAtephra11-27 ,Clinopyroxene,52.629,0.318,0.802,0,11.113,0.325,14.664,20.241,0.329,,
MAtephra11-108 ,Clinopyroxene,51.982,0.508,1.208,0.011,10.623,0.325,14.413,20.301,0.286,,
MAtephra11-165 ,Clinopyroxene,51.415,0.691,1.88,0.009,8.897,0.272,15.706,20.309,0.273,,
MAtephra11-12 ,Clinopyroxene,51.068,0.743,2.807,0.367,7.492,0.163,15.697,20.971,0.272,,
MAtephra11-30 ,Clinopyroxene,52.381,0.386,1.783,0.164,7.48,0.169,16.467,21.011,0.233,,
MAtephra11-63 ,Clinopyroxene,52.156,0.385,1.91,0.225,7.109,0.182,16.216,21.148,0.24,,
MAtephra12-4 ,Clinopyroxene,51.952,0.601,1.752,0.011,9.096,0.268,15.616,16.98,0.343,,
MAtephra12-13 ,Clinopyroxene,51.172,0.97,1.985,0.034,11.82,0.295,14.89,18.438,0.377,,
